window_start_idx,window_end_idx,score,label
5696,5823,0.11600721,0
5712,5839,0.1386962,0
5728,5855,0.05368519,0
5744,5871,0.1712619,0
5760,5887,1.5722747,1
5776,5903,1.6868131,1
5792,5919,1.8657398,1
5808,5935,1.8871908,1
5824,5951,1.8439443,1
5840,5967,1.609431,1
5856,5983,0.22596633,0
5872,5999,0.21399355,0
5888,6015,0.062871575,0
5904,6031,1.132632,1
5920,6047,1.5227857,1
5936,6063,1.5411167,1
5952,6079,1.3490672,1
5968,6095,0.53308105,0
5984,6111,1.8434367,1
6000,6127,1.8829863,1
6016,6143,1.8953159,1
6032,6159,1.8928494,1
6048,6175,1.8052912,1
6064,6191,0.0774467,0
6080,6207,0.29539502,0
6096,6223,1.285888,1
6112,6239,1.2947719,1
6128,6255,0.16548193,0
6144,6271,0.08100486,0
6160,6287,1.0432351,1
6176,6303,0.03876567,0
6192,6319,1.684304,1
6208,6335,1.888418,1
6224,6351,1.8027921,1
6240,6367,1.8771586,1
6256,6383,1.8799529,1
6272,6399,1.8907595,1
6288,6415,0.8113216,1
6304,6431,1.877619,1
6320,6447,1.797575,1
6336,6463,0.79899144,1
6352,6479,1.8901725,1
6368,6495,1.8885369,1
6384,6511,1.8965609,1
6400,6527,1.869842,1
6416,6543,1.7445016,1
6432,6559,1.8416791,1
6448,6575,1.8613861,1
6464,6591,0.37047124,0
6480,6607,1.7565603,1
6496,6623,1.8453424,1
6512,6639,1.875989,1
6528,6655,1.8908219,1
6544,6671,1.8992288,1
6560,6687,1.8979471,1
6576,6703,1.8357391,1
6592,6719,1.8871312,1
6608,6735,1.1933782,1
6624,6751,0.36609316,0
6640,6767,1.8734348,1
6656,6783,1.7818506,1
6672,6799,1.7302239,1
6688,6815,1.853961,1
6704,6831,1.7806954,1
6720,6847,0.9697993,1
6736,6863,1.5833373,1
6752,6879,1.8974774,1
6768,6895,1.2647643,1
6784,6911,1.8766856,1
6800,6927,1.8987837,1
6816,6943,1.8975816,1
6832,6959,1.6726308,1
6848,6975,0.48399734,0
6864,6991,1.6644123,1
6880,7007,1.1909788,1
6896,7023,1.5932627,1
6912,7039,1.5316339,1
6928,7055,0.32580912,0
6944,7071,0.011956453,0
6960,7087,0.018576145,0
6976,7103,0.02713871,0
6992,7119,0.052499413,0
7008,7135,0.009804249,0
7024,7151,0.012142897,0
7040,7167,0.025232673,0
7056,7183,0.03525579,0
7072,7199,0.011533022,0
7088,7215,0.008184552,0
7104,7231,0.71621394,1
7120,7247,0.018346906,0
7136,7263,1.8691456,1
7152,7279,0.08516383,0
7168,7295,1.4093881,1
7184,7311,0.01877737,0
7200,7327,0.32339168,0
7216,7343,0.024790168,0
7232,7359,1.2054658,1
7248,7375,1.7783961,1
7264,7391,0.0036101341,0
7280,7407,0.0034797192,0
7296,7423,0.0032966137,0
7312,7439,0.0032522678,0
7328,7455,0.0032402277,0
7344,7471,0.0032365322,0
7360,7487,0.0032305717,0
7376,7503,0.0031688213,0
7392,7519,0.0031807423,0
7408,7535,0.0031225681,0
7424,7551,0.003114462,0
7440,7567,0.0031116009,0
7456,7583,0.003111124,0
7472,7599,0.0031112432,0
7488,7615,0.0031116009,0
7504,7631,0.0031110048,0
7520,7647,0.0031116009,0
7536,7663,0.0031114817,0
7552,7679,0.0031119585,0
7568,7695,0.0031118393,0
7584,7711,0.0031120777,0
7600,7727,0.0031123161,0
7616,7743,0.0031120777,0
7632,7759,0.0031119585,0
7648,7775,0.0031123161,0
7664,7791,0.0031120777,0
7680,7807,0.0031118393,0
7696,7823,0.0031118393,0
7712,7839,0.0031120777,0
7728,7855,0.0031118393,0
7744,7871,0.0031123161,0
7760,7887,0.0031130314,0
7776,7903,0.0031124353,0
7792,7919,0.003112793,0
7808,7935,0.0031124353,0
7824,7951,0.0031125546,0
7840,7967,0.003112197,0
7856,7983,0.0031120777,0
7872,7999,0.0031118393,0
7888,8015,0.0031123161,0
7904,8031,0.0031125546,0
7920,8047,0.0031120777,0
7936,8063,0.0031118393,0
7952,8079,0.003112197,0
7968,8095,0.0031125546,0
7984,8111,0.0031118393,0
8000,8127,0.0031120777,0
8016,8143,0.0031119585,0
8032,8159,0.0031120777,0
8048,8175,0.0031123161,0
8064,8191,0.0034444332,0
8080,8207,0.05475211,0
8096,8223,0.18800569,0
8112,8239,0.36369944,0
8128,8255,0.6510985,1
8144,8271,1.0122387,1
8160,8287,1.3383105,1
8176,8303,1.6802816,1
8192,8319,1.7515407,1
8208,8335,1.7675054,1
8224,8351,1.7725515,1
8240,8367,1.7729425,1
8256,8383,1.7732477,1
8272,8399,1.7736115,1
8288,8415,1.7737157,1
8304,8431,1.7739332,1
8320,8447,1.7741313,1
8336,8463,1.7742057,1
8352,8479,1.7742455,1
8368,8495,1.7743051,1
8384,8511,1.7744529,1
8400,8527,1.7743359,1
8416,8543,1.7743628,1
8432,8559,1.7742996,1
8448,8575,1.7744055,1
8464,8591,1.7743526,1
8480,8607,1.7742894,1
8496,8623,1.7743883,1
8512,8639,1.7742963,1
8528,8655,1.7742789,1
8544,8671,1.774328,1
8560,8687,1.7744422,1
8576,8703,1.7744479,1
8592,8719,1.7745303,1
8608,8735,1.7746818,1
8624,8751,1.77454,1
8640,8767,1.7746513,1
8656,8783,1.7747641,1
8672,8799,1.7748308,1
8688,8815,1.774735,1
8704,8831,1.7746191,1
8720,8847,1.7747269,1
8736,8863,1.774766,1
8752,8879,1.7748792,1
8768,8895,1.7747204,1
8784,8911,1.7746716,1
8800,8927,1.7746279,1
8816,8943,1.774591,1
8832,8959,1.7747827,1
8848,8975,1.7747321,1
8864,8991,1.7746825,1
8880,9007,1.7745855,1
8896,9023,1.7746832,1
8912,9039,1.774816,1
8928,9055,1.7747731,1
8944,9071,1.774795,1
8960,9087,1.7746725,1
8976,9103,1.7746661,1
8992,9119,1.7748835,1
9008,9135,1.7749927,1
9024,9151,1.7751188,1
9040,9167,1.7751088,1
9056,9183,1.7751288,1
9072,9199,1.7752519,1
9088,9215,1.7753611,1
9104,9231,1.7754827,1
9120,9247,1.7754295,1
9136,9263,1.7754238,1
9152,9279,1.7753181,1
9168,9295,1.7754197,1
9184,9311,1.7755816,1
9200,9327,1.7756662,1
9216,9343,1.775311,1
9232,9359,1.7753716,1
9248,9375,1.7752893,1
9264,9391,1.7754683,1
9280,9407,1.775444,1
9296,9423,1.7754025,1
9312,9439,1.7753851,1
9328,9455,1.7753813,1
9344,9471,1.7757137,1
9360,9487,1.7757344,1
9376,9503,1.7758069,1
9392,9519,1.775737,1
9408,9535,1.7757943,1
9424,9551,1.7757113,1
9440,9567,1.7757006,1
9456,9583,1.7757099,1
9472,9599,1.7759075,1
9488,9615,1.7758768,1
9504,9631,1.7759376,1
9520,9647,1.7760868,1
9536,9663,1.7758472,1
9552,9679,1.775944,1
9568,9695,1.7759681,1
9584,9711,1.7760553,1
9600,9727,1.7759812,1
9616,9743,1.7758703,1
9632,9759,1.7757843,1
9648,9775,1.77561,1
9664,9791,1.7757344,1
9680,9807,1.7755809,1
9696,9823,1.775733,1
9712,9839,1.7756763,1
9728,9855,1.7756085,1
9744,9871,1.7755573,1
9760,9887,1.7756863,1
9776,9903,1.7755568,1
9792,9919,1.7756152,1
9808,9935,1.7756615,1
9824,9951,1.775449,1
9840,9967,1.7754476,1
9856,9983,1.7754173,1
9872,9999,1.7755837,1
9888,10015,1.7755775,1
9904,10031,1.7756791,1
9920,10047,1.7757225,1
9936,10063,1.7756677,1
9952,10079,1.7759762,1
9968,10095,1.7759342,1
9984,10111,1.7758496,1
10000,10127,1.7756844,1
10016,10143,1.775614,1
10032,10159,1.775636,1
10048,10175,1.7756009,1
10064,10191,1.7756214,1
10080,10207,1.7755165,1
10096,10223,1.7756119,1
10112,10239,1.7756696,1
10128,10255,1.7757373,1
10144,10271,1.7757998,1
10160,10287,1.7758892,1
10176,10303,1.7760406,1
10192,10319,1.7759278,1
10208,10335,1.7761393,1
10224,10351,1.7762585,1
10240,10367,1.7762766,1
10256,10383,1.7763896,1
10272,10399,1.776319,1
10288,10415,1.7764843,1
10304,10431,1.7763824,1
10320,10447,1.7764897,1
10336,10463,1.7762599,1
10352,10479,1.7760522,1
10368,10495,1.7759438,1
10384,10511,1.775929,1
10400,10527,1.7759836,1
10416,10543,1.7759275,1
10432,10559,1.7758882,1
10448,10575,1.7758124,1
10464,10591,1.7759597,1
10480,10607,1.7760944,1
10496,10623,1.7761841,1
10512,10639,1.7762041,1
10528,10655,1.7760859,1
10544,10671,1.7759821,1
10560,10687,1.7760396,1
10576,10703,1.7761254,1
10592,10719,1.7760644,1
10608,10735,1.7759397,1
10624,10751,1.7758532,1
10640,10767,1.7758653,1
10656,10783,1.7758934,1
10672,10799,1.7760649,1
10688,10815,1.7760751,1
10704,10831,1.776118,1
10720,10847,1.776011,1
10736,10863,1.7761555,1
10752,10879,1.7763433,1
10768,10895,1.77635,1
10784,10911,1.7763214,1
10800,10927,1.7763493,1
10816,10943,1.776381,1
10832,10959,1.7762938,1
10848,10975,1.7762446,1
10864,10991,1.7762618,1
10880,11007,1.7760937,1
10896,11023,1.7759633,1
10912,11039,1.7759488,1
10928,11055,1.7758331,1
10944,11071,1.7758293,1
10960,11087,1.7757769,1
10976,11103,1.775903,1
10992,11119,1.7757411,1
11008,11135,1.7758527,1
11024,11151,1.7757034,1
11040,11167,1.7757759,1
11056,11183,1.7757845,1
11072,11199,1.775743,1
11088,11215,1.7759252,1
11104,11231,1.775986,1
11120,11247,1.7758069,1
11136,11263,1.7756367,1
11152,11279,1.7757714,1
11168,11295,1.7758389,1
11184,11311,1.7756717,1
11200,11327,1.7757611,1
11216,11343,1.7757437,1
11232,11359,1.7757773,1
11248,11375,1.7761445,1
11264,11391,1.7761934,1
11280,11407,1.7761364,1
11296,11423,1.7761555,1
11312,11439,1.7761879,1
11328,11455,1.776403,1
11344,11471,1.7763636,1
11360,11487,1.7762849,1
11376,11503,1.7760663,1
11392,11519,1.7761214,1
11408,11535,1.7761979,1
11424,11551,1.7761953,1
11440,11567,1.776398,1
11456,11583,1.7763388,1
11472,11599,1.7762835,1
11488,11615,1.7763207,1
11504,11631,1.7764511,1
11520,11647,1.7764325,1
11536,11663,1.7762442,1
11552,11679,1.7761784,1
11568,11695,1.7761478,1
11584,11711,1.7760158,1
11600,11727,1.7761412,1
11616,11743,1.7761533,1
11632,11759,1.7761636,1
11648,11775,1.7762957,1
11664,11791,1.7763922,1
11680,11807,1.7764454,1
11696,11823,1.7764366,1
11712,11839,1.7765398,1
11728,11855,1.7766805,1
11744,11871,1.7767146,1
11760,11887,1.7766593,1
11776,11903,1.776578,1
11792,11919,1.7766845,1
11808,11935,1.7767663,1
11824,11951,1.7768722,1
11840,11967,1.7768934,1
11856,11983,1.7770076,1
11872,11999,1.7768894,1
11888,12015,1.7769437,1
11904,12031,1.7771411,1
11920,12047,1.7771752,1
11936,12063,1.7769713,1
11952,12079,1.7769475,1
11968,12095,1.7770786,1
11984,12111,1.7768662,1
12000,12127,1.7770896,1
12016,12143,1.7770531,1
12032,12159,1.7770586,1
12048,12175,1.7770543,1
12064,12191,1.7771411,1
12080,12207,1.7771857,1
12096,12223,1.777194,1
12112,12239,1.7773209,1
12128,12255,1.7776189,1
12144,12271,1.7778106,1
12160,12287,1.777873,1
12176,12303,1.7779038,1
12192,12319,1.7780464,1
12208,12335,1.7781894,1
12224,12351,1.7782168,1
12240,12367,1.7781749,1
12256,12383,1.7781043,1
12272,12399,1.7780454,1
12288,12415,1.7781944,1
12304,12431,1.7783682,1
12320,12447,1.7781234,1
12336,12463,1.7781942,1
12352,12479,1.7781758,1
12368,12495,1.778172,1
12384,12511,1.7781479,1
12400,12527,1.7781639,1
12416,12543,1.7781312,1
12432,12559,1.7780731,1
12448,12575,1.7782247,1
12464,12591,1.778101,1
12480,12607,1.7781115,1
12496,12623,1.7782195,1
12512,12639,1.7783198,1
12528,12655,1.7782311,1
12544,12671,1.778161,1
12560,12687,1.7781627,1
12576,12703,1.7782197,1
12592,12719,1.7781718,1
12608,12735,1.778336,1
12624,12751,1.7781284,1
12640,12767,1.7783132,1
12656,12783,1.7780569,1
12672,12799,1.7780504,1
12688,12815,1.7781862,1
12704,12831,1.7780321,1
12720,12847,1.7780116,1
12736,12863,1.7779169,1
12752,12879,1.7779045,1
12768,12895,1.7776208,1
12784,12911,1.7777739,1
12800,12927,1.7777767,1
12816,12943,1.7778518,1
12832,12959,1.7778006,1
12848,12975,1.7778177,1
12864,12991,1.7779045,1
12880,13007,1.77793,1
12896,13023,1.7780814,1
12912,13039,1.7781515,1
12928,13055,1.7782638,1
12944,13071,1.7781606,1
12960,13087,1.7782922,1
12976,13103,1.7784145,1
12992,13119,1.7784157,1
13008,13135,1.7786152,1
13024,13151,1.778564,1
13040,13167,1.7784789,1
13056,13183,1.778223,1
13072,13199,1.7781382,1
13088,13215,1.7782822,1
13104,13231,1.778208,1
13120,13247,1.7782083,1
13136,13263,1.778153,1
13152,13279,1.7781515,1
13168,13295,1.7783749,1
13184,13311,1.7786589,1
13200,13327,1.7787471,1
13216,13343,1.7786403,1
13232,13359,1.7786322,1
13248,13375,1.7786047,1
13264,13391,1.7786646,1
13280,13407,1.7788262,1
13296,13423,1.7788379,1
13312,13439,1.7787945,1
13328,13455,1.7789538,1
13344,13471,1.779043,1
13360,13487,1.7790661,1
13376,13503,1.7792141,1
13392,13519,1.7791994,1
13408,13535,1.7793238,1
13424,13551,1.7792664,1
13440,13567,1.7793167,1
13456,13583,1.7792487,1
13472,13599,1.7794132,1
13488,13615,1.7794819,1
13504,13631,1.7794251,1
13520,13647,1.7793393,1
13536,13663,1.7793617,1
13552,13679,1.7796836,1
13568,13695,1.7797513,1
13584,13711,1.7798033,1
13600,13727,1.7799144,1
13616,13743,1.7799606,1
13632,13759,1.7800741,1
13648,13775,1.7803438,1
13664,13791,1.7804039,1
13680,13807,1.7804248,1
13696,13823,1.7805319,1
13712,13839,1.7805345,1
13728,13855,1.7806427,1
13744,13871,1.7806525,1
13760,13887,1.7809255,1
13776,13903,1.7806313,1
13792,13919,1.7806542,1
13808,13935,1.7806592,1
13824,13951,1.7805445,1
13840,13967,1.7808034,1
13856,13983,1.7808328,1
13872,13999,1.7806346,1
13888,14015,1.7805741,1
13904,14031,1.7804825,1
13920,14047,1.780571,1
13936,14063,1.7805498,1
13952,14079,1.7806911,1
13968,14095,1.7805097,1
13984,14111,1.7801828,1
14000,14127,1.7803988,1
14016,14143,1.7805064,1
14032,14159,1.7804942,1
14048,14175,1.7804098,1
14064,14191,1.7804999,1
14080,14207,1.7804773,1
14096,14223,1.7805471,1
14112,14239,1.7807612,1
14128,14255,1.7807629,1
14144,14271,1.7806802,1
14160,14287,1.7805395,1
14176,14303,1.7806425,1
14192,14319,1.7807972,1
14208,14335,1.7808139,1
14224,14351,1.780704,1
14240,14367,1.78094,1
14256,14383,1.781013,1
14272,14399,1.7810929,1
14288,14415,1.7812297,1
14304,14431,1.7811234,1
14320,14447,1.7810106,1
14336,14463,1.7813106,1
14352,14479,1.7811222,1
14368,14495,1.7810435,1
14384,14511,1.7810185,1
14400,14527,1.7806618,1
14416,14543,1.7808266,1
14432,14559,1.7807956,1
14448,14575,1.780793,1
14464,14591,1.7808495,1
14480,14607,1.7809544,1
14496,14623,1.7808912,1
14512,14639,1.7811029,1
14528,14655,1.7813358,1
14544,14671,1.7812791,1
14560,14687,1.7811677,1
14576,14703,1.7810278,1
14592,14719,1.7811129,1
14608,14735,1.7811029,1
14624,14751,1.7813039,1
14640,14767,1.7811289,1
14656,14783,1.7810862,1
14672,14799,1.7810576,1
14688,14815,1.7811484,1
14704,14831,1.7812014,1
14720,14847,1.7814431,1
14736,14863,1.7812896,1
14752,14879,1.781198,1
14768,14895,1.7812552,1
14784,14911,1.7813492,1
14800,14927,1.7816238,1
14816,14943,1.781549,1
14832,14959,1.7815027,1
14848,14975,1.7815065,1
14864,14991,1.7814648,1
14880,15007,1.7814617,1
14896,15023,1.7815945,1
14912,15039,1.781465,1
14928,15055,1.7814107,1
14944,15071,1.7814069,1
14960,15087,1.7814643,1
14976,15103,1.7814074,1
14992,15119,1.7815607,1
15008,15135,1.7813711,1
15024,15151,1.7812634,1
15040,15167,1.7812753,1
15056,15183,1.7812693,1
15072,15199,1.781455,1
15088,15215,1.7814722,1
15104,15231,1.7813869,1
15120,15247,1.7816234,1
15136,15263,1.7817633,1
15152,15279,1.7819371,1
15168,15295,1.781909,1
15184,15311,1.7818294,1
15200,15327,1.7817008,1
15216,15343,1.781636,1
15232,15359,1.7815638,1
15248,15375,1.7816458,1
15264,15391,1.7817218,1
15280,15407,1.7815106,1
15296,15423,1.7815099,1
15312,15439,1.7818365,1
15328,15455,1.7817502,1
15344,15471,1.7818806,1
15360,15487,1.7820287,1
15376,15503,1.7816744,1
15392,15519,1.7814202,1
15408,15535,1.7816219,1
15424,15551,1.781656,1
15440,15567,1.78161,1
15456,15583,1.7814493,1
15472,15599,1.7815056,1
15488,15615,1.781405,1
15504,15631,1.7816813,1
15520,15647,1.7817774,1
15536,15663,1.7816849,1
15552,15679,1.7814941,1
15568,15695,1.7814348,1
15584,15711,1.7814441,1
15600,15727,1.781538,1
15616,15743,1.7816021,1
15632,15759,1.7813721,1
15648,15775,1.7812712,1
15664,15791,1.7814245,1
15680,15807,1.7816336,1
15696,15823,1.7814026,1
15712,15839,1.7812579,1
15728,15855,1.7812061,1
15744,15871,1.7811785,1
15760,15887,1.7810671,1
15776,15903,1.7811582,1
15792,15919,1.7812998,1
15808,15935,1.7813711,1
15824,15951,1.7814319,1
15840,15967,1.7815533,1
15856,15983,1.7816627,1
15872,15999,1.7819192,1
15888,16015,1.7819502,1
15904,16031,1.781915,1
15920,16047,1.7816994,1
15936,16063,1.7815356,1
15952,16079,1.7815738,1
15968,16095,1.7815055,1
15984,16111,1.7814269,1
16000,16127,1.7812061,1
16016,16143,1.7810984,1
16032,16159,1.7811484,1
16048,16175,1.7813904,1
16064,16191,1.7814322,1
