timestamp_ms,accel_x_mean,accel_x_std,accel_y_mean,accel_y_std,accel_z_mean,accel_z_std,gyro_x_mean,gyro_y_mean,gyro_z_mean,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,yaw_speed,foot_force_0,foot_force_1,foot_force_2,foot_force_3,body_height,mode,gait_type,error_code,power_v_mean,power_a_mean
1660,-0.034075,0.058349,-0.179266,0.036548,9.579074,0.041010,-0.009093,-0.006392,-0.001370,-0.053391,-0.137080,0.316846,-0.015896,-0.000921,-0.022123,-0.016308,-0.018377,-0.709261,-0.013848,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.119440,-1.994000
1680,-0.033818,0.057437,-0.174264,0.030965,9.576081,0.041224,-0.008560,-0.006201,-0.001027,-0.053431,-0.137109,0.316846,-0.000315,-0.004716,-0.022655,-0.016310,-0.018375,-0.709519,-0.001065,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.119440,-1.994000
1700,-0.017999,0.054277,-0.175375,0.029590,9.575694,0.036447,-0.009245,-0.005897,0.003044,-0.053444,-0.137104,0.316853,-0.009773,-0.004464,-0.021857,-0.016309,-0.018421,-0.709420,0.011718,0.000000,0.000000,0.000000,0.000000,0.322446,0.000000,0.000000,100.000000,30.119440,-1.994000
1720,-0.012503,0.057563,-0.179343,0.030573,9.572684,0.040918,-0.009074,-0.006076,0.002841,-0.053410,-0.137073,0.316845,-0.005094,-0.009061,-0.023052,-0.016299,-0.018438,-0.709172,0.009587,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.119440,-1.994000
1740,-0.011855,0.056185,-0.182886,0.031726,9.571593,0.039165,-0.009450,-0.005326,0.002405,-0.053404,-0.137082,0.316849,0.006092,-0.005690,-0.022961,-0.016294,-0.018420,-0.709234,-0.004261,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.994000
1760,-0.015483,0.057697,-0.178248,0.034133,9.574332,0.031250,-0.007883,-0.005078,0.001953,-0.053435,-0.137113,0.316851,0.001432,-0.012584,-0.022708,-0.016322,-0.018419,-0.709502,-0.008522,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.119440,-1.994000
1780,-0.014829,0.055500,-0.169872,0.036592,9.577658,0.030138,-0.008282,-0.004158,0.003161,-0.053449,-0.137122,0.316854,0.004456,-0.003299,-0.022548,-0.016333,-0.018431,-0.709579,0.002131,0.000000,0.000000,0.000000,0.000000,0.322441,0.000000,0.000000,100.000000,30.119440,-1.994000
1800,-0.007861,0.054950,-0.167834,0.037441,9.572018,0.027416,-0.006072,-0.004226,0.004936,-0.053428,-0.137093,0.316848,0.005914,0.012420,-0.022606,-0.016339,-0.018446,-0.709397,0.021305,0.000000,0.000000,0.000000,0.000000,0.322444,0.000000,0.000000,100.000000,30.119440,-1.994000
1820,-0.012689,0.049401,-0.169909,0.037822,9.580037,0.021262,-0.006001,-0.003160,0.003799,-0.053423,-0.137082,0.316852,0.000549,-0.004912,-0.022581,-0.016309,-0.018463,-0.709262,0.004261,0.000000,0.000000,0.000000,0.000000,0.322434,0.000000,0.000000,100.000000,30.119440,-1.994000
1840,-0.024381,0.046530,-0.172303,0.039850,9.582595,0.019316,-0.006285,-0.002202,0.002308,-0.053410,-0.137093,0.316840,0.005484,-0.002925,-0.023025,-0.016329,-0.018407,-0.709396,-0.013848,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.994000
1860,-0.035411,0.055421,-0.174622,0.039292,9.581982,0.020443,-0.005773,-0.003196,0.002131,-0.053463,-0.137148,0.316842,-0.002634,-0.001502,-0.022519,-0.016288,-0.018394,-0.709716,-0.002131,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.119440,-1.994000
1880,-0.027997,0.056774,-0.177480,0.035786,9.582640,0.019825,-0.006254,-0.004399,0.004089,-0.053458,-0.137143,0.316828,0.007644,-0.000398,-0.023023,-0.016302,-0.018395,-0.709626,0.011718,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.994000
1900,-0.019632,0.065303,-0.183356,0.033205,9.579000,0.023245,-0.006214,-0.004119,0.005539,-0.053430,-0.137104,0.316818,0.002375,0.002555,-0.023529,-0.016256,-0.018420,-0.709299,0.021305,0.000000,0.000000,0.000000,0.000000,0.322446,0.000000,0.000000,100.000000,30.110588,-1.994000
1920,-0.020776,0.064630,-0.189798,0.029819,9.577733,0.029113,-0.006460,-0.003986,0.004124,-0.053405,-0.137099,0.316821,0.009742,0.010268,-0.023290,-0.016275,-0.018392,-0.709327,0.004261,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.994000
1940,-0.028730,0.068065,-0.186670,0.026907,9.577928,0.029235,-0.006357,-0.004708,0.002887,-0.053439,-0.137143,0.316818,-0.008333,-0.008174,-0.023091,-0.016286,-0.018339,-0.709646,-0.012783,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.119440,-1.994000
1960,-0.018227,0.060646,-0.179025,0.030650,9.577848,0.029417,-0.007732,-0.005155,0.004089,-0.053465,-0.137164,0.316825,-0.007937,-0.005277,-0.022622,-0.016297,-0.018348,-0.709750,0.000000,0.000000,0.000000,0.000000,0.000000,0.322449,0.000000,0.000000,100.000000,30.119440,-1.994000
1980,-0.000502,0.059558,-0.178329,0.031470,9.576149,0.028745,-0.006632,-0.006701,0.005739,-0.053459,-0.137127,0.316830,-0.012325,-0.003777,-0.022447,-0.016287,-0.018406,-0.709540,0.017044,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.119440,-1.994000
2002,0.000811,0.060680,-0.178020,0.032656,9.576303,0.030209,-0.006976,-0.006563,0.004021,-0.053428,-0.137112,0.316836,-0.004078,-0.007486,-0.022989,-0.016262,-0.018400,-0.709348,0.013848,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.994000
2020,-0.015203,0.062460,-0.177011,0.033561,9.573455,0.022621,-0.007563,-0.006463,0.001527,-0.053446,-0.137122,0.316828,-0.004203,-0.007053,-0.023320,-0.016289,-0.018415,-0.709558,-0.004261,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.119440,-1.994000
2040,-0.018236,0.065077,-0.173260,0.031683,9.574613,0.029305,-0.007173,-0.007137,0.001633,-0.053471,-0.137159,0.316834,0.009755,-0.009993,-0.022830,-0.016279,-0.018397,-0.709791,-0.005326,0.000000,0.000000,0.000000,0.000000,0.322441,0.000000,0.000000,100.000000,30.119440,-1.994000
2060,-0.012434,0.063967,-0.168637,0.030584,9.575108,0.029161,-0.007113,-0.007732,0.003505,-0.053484,-0.137139,0.316849,-0.004921,0.008470,-0.022055,-0.016295,-0.018464,-0.709729,0.020240,0.000000,0.000000,0.000000,0.000000,0.322445,0.000000,0.000000,100.000000,30.119440,-1.983000
2080,-0.010973,0.066587,-0.175096,0.029573,9.570065,0.033747,-0.007670,-0.005681,0.003657,-0.053460,-0.137107,0.316868,0.000426,0.001602,-0.022139,-0.016269,-0.018486,-0.709470,0.015979,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.983000
2100,-0.018994,0.060697,-0.179565,0.028835,9.570104,0.034423,-0.007989,-0.005042,0.003089,-0.053448,-0.137086,0.316866,0.003477,0.006652,-0.022355,-0.016304,-0.018493,-0.709399,0.006392,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.983000
2120,-0.026607,0.063088,-0.180067,0.028296,9.574451,0.035019,-0.007594,-0.005498,0.001821,-0.053470,-0.137152,0.316854,0.007945,-0.003018,-0.022791,-0.016298,-0.018412,-0.709806,-0.006392,0.000000,0.000000,0.000000,0.000000,0.322442,0.000000,0.000000,100.000000,30.119440,-1.983000
2140,-0.018767,0.056118,-0.173039,0.029542,9.568698,0.030542,-0.007285,-0.004399,0.003471,-0.053493,-0.137173,0.316850,-0.008556,-0.006256,-0.022841,-0.016310,-0.018380,-0.709942,0.010653,0.000000,0.000000,0.000000,0.000000,0.322446,0.000000,0.000000,100.000000,30.119440,-1.983000
2160,-0.008779,0.055766,-0.173420,0.033542,9.568545,0.030658,-0.007457,-0.004226,0.004119,-0.053490,-0.137145,0.316843,-0.008680,-0.004837,-0.022587,-0.016302,-0.018427,-0.709819,0.020240,0.000000,0.000000,0.000000,0.000000,0.322447,0.000000,0.000000,100.000000,30.119440,-1.983000
2180,-0.009075,0.053759,-0.169448,0.035283,9.564796,0.033574,-0.008350,-0.002990,0.005326,-0.053457,-0.137128,0.316851,0.001236,-0.008278,-0.023148,-0.016287,-0.018413,-0.709618,0.001065,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.119440,-1.983000
2200,-0.020698,0.049683,-0.177094,0.040864,9.564681,0.032324,-0.007319,-0.003471,0.003196,-0.053460,-0.137142,0.316845,0.006610,0.005775,-0.023239,-0.016303,-0.018397,-0.709751,-0.007457,0.000000,0.000000,0.000000,0.000000,0.322441,0.000000,0.000000,100.000000,30.119440,-1.983000
2221,-0.023264,0.050671,-0.179046,0.043929,9.566271,0.035949,-0.008025,-0.003018,0.004581,-0.053480,-0.137185,0.316836,-0.003501,0.003198,-0.022542,-0.016299,-0.018345,-0.709957,0.000000,0.000000,0.000000,0.000000,0.000000,0.322441,0.000000,0.000000,100.000000,30.119440,-1.983000
2240,-0.015522,0.050359,-0.175335,0.046783,9.574214,0.039732,-0.008806,-0.004084,0.006108,-0.053478,-0.137165,0.316830,-0.002432,0.000050,-0.022449,-0.016338,-0.018360,-0.709843,0.017044,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.110588,-1.983000
2260,-0.008457,0.053439,-0.177905,0.045255,9.565376,0.043911,-0.008488,-0.004124,0.008488,-0.053446,-0.137129,0.316837,-0.000120,0.008635,-0.022999,-0.016304,-0.018383,-0.709575,0.015979,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.119440,-1.983000
2280,-0.017502,0.050362,-0.187615,0.043234,9.568056,0.042108,-0.008485,-0.005730,0.003930,-0.053437,-0.137132,0.316835,-0.010123,0.002301,-0.022730,-0.016333,-0.018346,-0.709606,-0.002131,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.983000
2300,-0.026997,0.055878,-0.185551,0.042352,9.574825,0.041179,-0.009330,-0.005069,0.002020,-0.053458,-0.137183,0.316832,0.004632,0.005283,-0.022674,-0.016322,-0.018286,-0.709910,-0.011718,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.119440,-1.983000
2320,-0.027244,0.057091,-0.181547,0.039622,9.569706,0.038034,-0.008963,-0.005804,0.003269,-0.053469,-0.137204,0.316838,0.004495,-0.000789,-0.022569,-0.016353,-0.018274,-0.710020,0.004261,0.000000,0.000000,0.000000,0.000000,0.322446,0.000000,0.000000,100.000000,30.119440,-1.983000
2339,-0.017797,0.059657,-0.182518,0.036103,9.564198,0.037237,-0.008416,-0.005752,0.005291,-0.053458,-0.137171,0.316847,0.003580,-0.001145,-0.022554,-0.016330,-0.018314,-0.709819,0.019175,0.000000,0.000000,0.000000,0.000000,0.322444,0.000000,0.000000,100.000000,30.119440,-1.983000
2360,-0.017318,0.060160,-0.185351,0.033162,9.570383,0.036174,-0.008487,-0.005539,0.005823,-0.053431,-0.137125,0.316847,-0.007018,0.004690,-0.022433,-0.016322,-0.018354,-0.709552,0.013848,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.983000
2380,-0.021029,0.059689,-0.185112,0.029275,9.565953,0.036082,-0.008203,-0.004403,0.004403,-0.053434,-0.137166,0.316838,-0.007811,-0.010846,-0.023113,-0.016312,-0.018305,-0.709712,-0.005326,0.000000,0.000000,0.000000,0.000000,0.322435,0.000000,0.000000,100.000000,30.119440,-1.983000
2400,-0.024598,0.059650,-0.181650,0.024630,9.566303,0.033198,-0.008247,-0.005739,0.002268,-0.053469,-0.137190,0.316842,-0.008919,0.008208,-0.022093,-0.016329,-0.018295,-0.710027,-0.008522,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.128294,-1.983000
2420,-0.013632,0.055033,-0.172653,0.027996,9.569510,0.032914,-0.008385,-0.006838,0.003093,-0.053486,-0.137188,0.316852,-0.004662,-0.001861,-0.021949,-0.016354,-0.018343,-0.710014,0.005326,0.000000,0.000000,0.000000,0.000000,0.322441,0.000000,0.000000,100.000000,30.119440,-1.983000
2440,-0.005267,0.060517,-0.173939,0.029274,9.572138,0.036460,-0.008096,-0.006711,0.004155,-0.053469,-0.137146,0.316853,-0.007607,-0.002024,-0.022199,-0.016334,-0.018383,-0.709723,0.021305,0.000000,0.000000,0.000000,0.000000,0.322444,0.000000,0.000000,100.000000,30.119440,-1.983000
2460,-0.013168,0.059197,-0.178767,0.034741,9.572019,0.032841,-0.007883,-0.005042,0.001456,-0.053415,-0.137147,0.316845,0.004588,-0.000711,-0.022659,-0.016375,-0.018281,-0.709684,-0.011718,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.119440,-1.983000
2479,-0.024753,0.060878,-0.177094,0.034090,9.577155,0.036759,-0.008178,-0.005601,0.000447,-0.053448,-0.137176,0.316841,-0.015070,-0.005263,-0.022001,-0.016390,-0.018270,-0.709957,-0.010653,0.000000,0.000000,0.000000,0.000000,0.322433,0.000000,0.000000,100.000000,30.119440,-1.983000
2500,-0.024381,0.062410,-0.174098,0.037521,9.574493,0.038193,-0.007705,-0.004758,0.002308,-0.053500,-0.137212,0.316846,-0.001776,-0.000280,-0.022114,-0.016354,-0.018321,-0.710171,-0.011718,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.983000
2520,-0.011851,0.061941,-0.178488,0.033937,9.572577,0.043013,-0.007421,-0.003906,0.003551,-0.053487,-0.137188,0.316855,-0.015230,0.009207,-0.021553,-0.016378,-0.018304,-0.710037,0.021305,0.000000,0.000000,0.000000,0.000000,0.322450,0.000000,0.000000,100.000000,30.119440,-1.983000
2540,-0.013328,0.060106,-0.178607,0.033640,9.573016,0.044473,-0.008664,-0.002876,0.003018,-0.053467,-0.137157,0.316854,0.004293,-0.020429,-0.022655,-0.016368,-0.018359,-0.709756,0.005326,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.119440,-1.983000
2560,-0.017339,0.056195,-0.180917,0.028828,9.570318,0.041817,-0.009038,-0.002783,0.000997,-0.053448,-0.137172,0.316838,0.007056,-0.006356,-0.023207,-0.016374,-0.018299,-0.709867,-0.008522,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.968000
2580,-0.024405,0.062346,-0.180067,0.028483,9.573331,0.043005,-0.008110,-0.003986,0.000928,-0.053476,-0.137215,0.316824,0.002105,-0.014167,-0.023010,-0.016364,-0.018264,-0.710131,-0.013848,0.000000,0.000000,0.000000,0.000000,0.322446,0.000000,0.000000,100.000000,30.119440,-1.968000
2600,-0.013709,0.057049,-0.172537,0.024957,9.570898,0.040464,-0.008797,-0.002818,0.004639,-0.053494,-0.137223,0.316827,-0.003766,0.002007,-0.022507,-0.016346,-0.018267,-0.710170,0.006392,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.119440,-1.968000
2620,-0.004132,0.059392,-0.171108,0.024156,9.568003,0.037039,-0.009141,-0.002749,0.006529,-0.053459,-0.137205,0.316828,0.009261,-0.003743,-0.022937,-0.016335,-0.018255,-0.709933,0.011718,0.000000,0.000000,0.000000,0.000000,0.322437,0.000000,0.000000,100.000000,30.119440,-1.968000
2640,-0.009191,0.057405,-0.180762,0.027412,9.569432,0.033741,-0.008625,-0.002715,0.004364,-0.053455,-0.137194,0.316831,0.012663,-0.000357,-0.022688,-0.016327,-0.018288,-0.709896,0.001065,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.968000
2660,-0.020737,0.058978,-0.183234,0.032538,9.571711,0.033240,-0.008350,-0.003436,0.003230,-0.053490,-0.137215,0.316826,0.001149,-0.002920,-0.022908,-0.016320,-0.018293,-0.710103,-0.007457,0.000000,0.000000,0.000000,0.000000,0.322438,0.000000,0.000000,100.000000,30.119440,-1.968000
2680,-0.020389,0.058328,-0.183813,0.034882,9.567694,0.030360,-0.008213,-0.003986,0.002818,-0.053498,-0.137237,0.316816,0.001184,-0.008588,-0.023168,-0.016376,-0.018266,-0.710287,-0.001065,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.119440,-1.968000
2700,-0.005483,0.055518,-0.179372,0.038007,9.573487,0.034092,-0.008660,-0.004192,0.004983,-0.053468,-0.137219,0.316825,0.019766,-0.002079,-0.022550,-0.016413,-0.018247,-0.710115,0.026632,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.968000
2720,-0.009297,0.053555,-0.180563,0.039105,9.577804,0.031601,-0.008309,-0.004403,0.003870,-0.053445,-0.137186,0.316831,-0.002308,0.016460,-0.021973,-0.016410,-0.018246,-0.709936,0.003196,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.110588,-1.968000
2740,-0.016991,0.051535,-0.183658,0.040716,9.576459,0.032220,-0.008282,-0.004605,0.001478,-0.053470,-0.137217,0.316827,-0.006948,-0.003677,-0.022351,-0.016391,-0.018232,-0.710129,-0.020240,0.000000,0.000000,0.000000,0.000000,0.322433,0.000000,0.000000,100.000000,30.119440,-1.968000
2760,-0.021468,0.055204,-0.177650,0.037002,9.581955,0.028421,-0.008984,-0.004794,0.000675,-0.053497,-0.137249,0.316812,-0.009123,-0.008791,-0.022591,-0.016457,-0.018207,-0.710476,-0.004261,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.110588,-1.968000
2780,-0.017377,0.052359,-0.168019,0.036715,9.585727,0.024223,-0.009725,-0.004880,0.002887,-0.053482,-0.137246,0.316815,-0.005996,0.007498,-0.021907,-0.016507,-0.018182,-0.710478,0.012783,0.000000,0.000000,0.000000,0.000000,0.322446,0.000000,0.000000,100.000000,30.119440,-1.968000
2800,-0.009152,0.055828,-0.175202,0.038095,9.576344,0.023498,-0.008831,-0.004364,0.004914,-0.053461,-0.137222,0.316805,-0.002327,-0.015821,-0.023227,-0.016499,-0.018185,-0.710203,0.015979,0.000000,0.000000,0.000000,0.000000,0.322447,0.000000,0.000000,100.000000,30.110588,-1.968000
2820,-0.012929,0.054756,-0.183276,0.040909,9.576288,0.026183,-0.009871,-0.003338,0.003515,-0.053417,-0.137202,0.316802,-0.005473,-0.009168,-0.022770,-0.016553,-0.018132,-0.710113,-0.007457,0.000000,0.000000,0.000000,0.000000,0.322437,0.000000,0.000000,100.000000,30.119440,-1.968000
2840,-0.018883,0.055472,-0.179140,0.037679,9.577810,0.024662,-0.009278,-0.003127,0.002199,-0.053428,-0.137246,0.316800,0.006269,-0.014121,-0.022811,-0.016553,-0.018078,-0.710345,-0.019175,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.968000
2860,-0.016489,0.053527,-0.173657,0.038662,9.578467,0.025542,-0.008694,-0.003608,0.003608,-0.053465,-0.137267,0.316793,-0.008751,-0.004514,-0.022313,-0.016534,-0.018078,-0.710544,0.004261,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.119440,-1.968000
2880,-0.005677,0.050140,-0.173618,0.037706,9.576344,0.028382,-0.008247,-0.003436,0.003814,-0.053458,-0.137267,0.316791,-0.013329,-0.011233,-0.022227,-0.016532,-0.018053,-0.710453,0.002131,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.119440,-1.968000
2900,-0.002274,0.054846,-0.175535,0.034851,9.577326,0.028178,-0.009800,-0.003551,0.002024,-0.053428,-0.137245,0.316791,-0.000582,0.010858,-0.022183,-0.016516,-0.018061,-0.710305,0.006392,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.968000
2920,-0.011353,0.050656,-0.178909,0.035170,9.578774,0.028568,-0.008694,-0.004124,0.000722,-0.053444,-0.137274,0.316792,0.002727,-0.015851,-0.022729,-0.016483,-0.018048,-0.710421,-0.003196,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.968000
2940,-0.015642,0.053314,-0.180283,0.035788,9.575610,0.028919,-0.008558,-0.003693,0.000675,-0.053492,-0.137295,0.316796,-0.011159,0.004823,-0.021869,-0.016480,-0.018080,-0.710730,0.005326,0.000000,0.000000,0.000000,0.000000,0.322441,0.000000,0.000000,100.000000,30.119440,-1.968000
2960,-0.015485,0.053945,-0.175472,0.038292,9.583372,0.033931,-0.010000,-0.003677,0.003849,-0.053475,-0.137289,0.316792,-0.000974,0.002233,-0.021911,-0.016543,-0.018061,-0.710651,0.018109,0.000000,0.000000,0.000000,0.000000,0.322442,0.000000,0.000000,100.000000,30.119440,-1.968000
2980,-0.006624,0.059608,-0.179406,0.036540,9.580079,0.030845,-0.010333,-0.002876,0.005965,-0.053445,-0.137256,0.316786,-0.000554,-0.002505,-0.022423,-0.016546,-0.018066,-0.710417,0.010653,0.000000,0.000000,0.000000,0.000000,0.322442,0.000000,0.000000,100.000000,30.119440,-1.968000
3000,-0.011572,0.056073,-0.181042,0.039679,9.574892,0.037467,-0.010262,-0.002521,0.005220,-0.053425,-0.137243,0.316775,0.003519,-0.003438,-0.023602,-0.016566,-0.018054,-0.710343,0.006392,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.110588,-1.968000
3020,-0.020191,0.056938,-0.177610,0.038309,9.579281,0.036296,-0.011221,-0.003586,0.002841,-0.053460,-0.137261,0.316767,-0.018648,-0.005448,-0.022747,-0.016601,-0.018064,-0.710616,-0.001065,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.110588,-1.968000
3040,-0.027263,0.062325,-0.169177,0.036951,9.580668,0.036515,-0.011752,-0.004605,0.004639,-0.053481,-0.137290,0.316770,-0.002434,-0.000928,-0.022798,-0.016612,-0.018062,-0.710800,0.010653,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.110588,-1.968000
3060,-0.014565,0.058403,-0.171225,0.033333,9.569225,0.034953,-0.010546,-0.004439,0.004936,-0.053478,-0.137272,0.316772,-0.006370,-0.000057,-0.023038,-0.016616,-0.018108,-0.710692,0.015979,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.110588,-1.978000
3080,-0.005020,0.065259,-0.172228,0.034804,9.565259,0.036208,-0.010103,-0.004124,0.006082,-0.053441,-0.137244,0.316773,0.002347,-0.001342,-0.023408,-0.016599,-0.018096,-0.710433,0.010653,0.000000,0.000000,0.000000,0.000000,0.322437,0.000000,0.000000,100.000000,30.119440,-1.978000
3100,-0.016335,0.060079,-0.176939,0.030767,9.571517,0.031112,-0.009519,-0.004055,0.004261,-0.053459,-0.137236,0.316771,-0.007433,-0.002468,-0.023334,-0.016588,-0.018137,-0.710533,-0.008522,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.119440,-1.978000
3120,-0.024714,0.064889,-0.174313,0.035492,9.562750,0.030855,-0.009244,-0.004570,0.003333,-0.053507,-0.137283,0.316768,-0.005666,-0.011220,-0.023776,-0.016588,-0.018153,-0.710888,-0.014914,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.978000
3140,-0.015483,0.058009,-0.173021,0.029741,9.562321,0.030785,-0.008593,-0.003799,0.003728,-0.053533,-0.137301,0.316767,0.004460,0.000551,-0.023547,-0.016553,-0.018166,-0.710993,0.001065,0.000000,0.000000,0.000000,0.000000,0.322441,0.000000,0.000000,100.000000,30.119440,-1.978000
3160,-0.005870,0.061647,-0.176939,0.029047,9.562596,0.034446,-0.008316,-0.004227,0.005636,-0.053496,-0.137258,0.316766,-0.001725,-0.000402,-0.023836,-0.016584,-0.018184,-0.710652,0.014914,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.978000
3180,-0.012689,0.057286,-0.179924,0.027538,9.567748,0.032881,-0.008025,-0.003941,0.003586,-0.053480,-0.137237,0.316766,-0.005776,-0.000251,-0.023588,-0.016558,-0.018192,-0.710503,0.009587,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.978000
3200,-0.025564,0.058270,-0.178059,0.027532,9.570395,0.031170,-0.008385,-0.004742,0.001924,-0.053499,-0.137256,0.316774,-0.003143,-0.003865,-0.023351,-0.016568,-0.018176,-0.710714,-0.009587,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.978000
3221,-0.026838,0.059766,-0.176669,0.026071,9.575456,0.028680,-0.008419,-0.005739,0.002062,-0.053534,-0.137282,0.316792,-0.007820,-0.001448,-0.022497,-0.016602,-0.018193,-0.710969,-0.005326,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.119440,-1.978000
3240,-0.011971,0.061590,-0.174429,0.026914,9.576228,0.029790,-0.009244,-0.006323,0.004502,-0.053526,-0.137260,0.316787,-0.002988,-0.003295,-0.022832,-0.016626,-0.018225,-0.710828,0.017044,0.000000,0.000000,0.000000,0.000000,0.322446,0.000000,0.000000,100.000000,30.119440,-1.978000
3260,-0.006784,0.066011,-0.174697,0.027370,9.579081,0.024810,-0.009445,-0.005149,0.004261,-0.053521,-0.137206,0.316811,-0.010738,-0.005964,-0.024665,-0.016614,-0.018234,-0.710534,0.018109,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.110588,-1.978000
3280,-0.015123,0.062759,-0.177011,0.031002,9.576208,0.025146,-0.009019,-0.006108,0.002592,-0.053515,-0.137204,0.316852,0.003010,-0.008898,-0.026336,-0.016599,-0.018230,-0.710591,-0.007457,0.000000,0.000000,0.000000,0.000000,0.322437,0.000000,0.000000,100.000000,30.110588,-1.978000
3300,-0.017261,0.062376,-0.177673,0.030940,9.578738,0.025381,-0.009381,-0.005051,0.001409,-0.053540,-0.137258,0.316852,-0.007615,-0.008151,-0.024778,-0.016638,-0.018222,-0.710902,-0.005326,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.119440,-1.978000
3320,-0.007183,0.056818,-0.173101,0.031991,9.580956,0.023498,-0.009055,-0.005291,0.003941,-0.053550,-0.137264,0.316839,-0.012839,0.006779,-0.023729,-0.016645,-0.018253,-0.710958,0.009587,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.119440,-1.978000
3340,-0.002274,0.055599,-0.171146,0.032944,9.579599,0.024407,-0.008735,-0.005042,0.004190,-0.053544,-0.137258,0.316838,-0.011457,0.003956,-0.023648,-0.016635,-0.018267,-0.710888,0.013848,0.000000,0.000000,0.000000,0.000000,0.322446,0.000000,0.000000,100.000000,30.119440,-1.978000
